NUM_ORDEM,COD_ITEM,DT_EMISSAO,TIPO_ORDEM,QTDE,LISTAGG
1198275,138092,2024-07-05,OFA,6,CORTAR  - PENDENTE|CORTAR  - PENDENTE|FURAR  - PENDENTE|FURAR  - PENDENTE|LIMPAR-PLASMA  - PENDENTE|LIMPAR-PLASMA  - PENDENTE
1198278,138097,2024-07-05,OFA,1,CORTAR  - PENDENTE|FURAR  - PENDENTE
