NUM_ORDEM,COD_ITEM,DT_EMISSAO,TIPO_ORDEM,QTDE,LISTAGG
1198255,138058,2024-07-05,OFA,2,CORTAR  - PENDENTE|FURAR  - PENDENTE|LIMPAR-PLASMA  - PENDENTE|DOBRAR  - PENDENTE
1198294,24136,2024-07-05,OFA,8,CORTAR  - PENDENTE|CORTAR  - PENDENTE|FURAR  - PENDENTE|FURAR  - PENDENTE|LIMPAR-PLASMA  - PENDENTE|LIMPAR-PLASMA  - PENDENTE
