NUM_ORDEM,COD_ITEM,DT_EMISSAO,TIPO_ORDEM,QTDE,LISTAGG
1167783,81572,2024-01-12,OFE,1,CORTAR  - APONTADO: 1|FURAR  - APONTADO: 1|LIMPAR-PLASMA  - APONTADO: 1|DOBRAR  - APONTADO: 1|SOLDAR  - APONTADO: 1
1167784,81573,2024-01-12,OFE,1,CORTAR  - APONTADO: 1|FURAR  - APONTADO: 1|LIMPAR-PLASMA  - APONTADO: 1
