NUM_ORDEM,COD_ITEM,DT_EMISSAO,TIPO_ORDEM,QTDE,LISTAGG
1198356,108725,2024-07-05,OFA,15,CORTAR  - PENDENTE|FURAR  - PENDENTE|LIMPAR-PLASMA  - PENDENTE
1198357,108726,2024-07-05,OFA,16,CORTAR  - PENDENTE
1198358,100134,2024-07-05,OFA,16,CORTAR  - PENDENTE
