NUM_ORDEM,COD_ITEM,DT_EMISSAO,TIPO_ORDEM,QTDE,LISTAGG
1198308,96905,2024-07-05,OFA,10,PONTEAR  - PENDENTE|SOLDAR  - PENDENTE|LIMPAR-TANQUE  - PENDENTE|JATEAR  - PENDENTE|PINTAR  - PENDENTE
1198309,96946,2024-07-05,OFA,10,CORTAR  - PENDENTE|FURAR  - PENDENTE
