NUM_ORDEM,COD_ITEM,DT_EMISSAO,TIPO_ORDEM,QTDE,LISTAGG
1198230,27347,2024-07-05,OFA,8,CORTAR  - PENDENTE|LIMPAR-PLASMA  - PENDENTE
1198231,27351,2024-07-05,OFA,4,CORTAR  - PENDENTE|FURAR  - PENDENTE|LIMPAR-PLASMA  - PENDENTE
1198264,138076,2024-07-05,OFA,4,CORTAR  - PENDENTE|FURAR  - PENDENTE
1198279,138099,2024-07-05,OFA,4,CORTAR  - PENDENTE|FURAR  - PENDENTE|LIMPAR-PLASMA  - PENDENTE
1198285,137936,2024-07-05,OFA,8,CORTAR  - PENDENTE|LIMPAR-PLASMA  - PENDENTE
